,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,authorLabel,combinedGenres,birthDate,combinedNationalityOrLanguage,topBooks,author_id,genres_list,books_list
1405,1405,1405,1438,Shannon Hale,"Fantasy (genre), Young adult fiction",1974-01-26,English,"Austenland, Book of a Thousand Days, Princess Academy, The Goose Girl (novel)",Shannon Hale,"['Fantasy Genre', 'Young Adult Fiction']","['Austenland', 'Book Of A Thousand Days', 'Princess Academy', 'The Goose Girl Novel']"
1406,1406,1406,1439,Shantanu Gupta,Non-Fiction,1979-02-07,"English, Hindi",The Monk Who Became Chief Minister,Shantanu Gupta,['Nonfiction'],['The Monk Who Became Chief Minister']
1407,1407,1407,1440,Shantinath Desai,Fiction,1929-07-22,English language,Om Namo,Shantinath Desai,['Fiction'],['Om Namo']
1408,1408,1408,1442,Sharon Creech,"Children's novels, Low fantasy, Magic realism, Poetry",1945-07-29,,"Ruby Holler, Walk Two Moons",Sharon Creech,"['Childrens Novels', 'Low Fantasy', 'Magic Realism', 'Poetry']","['Ruby Holler', 'Walk Two Moons']"
1409,1409,1409,1443,Sheppard Solomon,"Pop music, R&B, Rock music",1966-12-12,,"Britney Spears, Celine Dion, Daughtry (band), Enrique Iglesias, Kelly Clarkson, Paris Hilton, Ryan Cabrera",Sheppard Solomon,"['Pop Music', 'Rb', 'Rock Music']","['Britney Spears', 'Celine Dion', 'Daughtry Band', 'Enrique Iglesias', 'Kelly Clarkson', 'Paris Hilton', 'Ryan Cabrera']"
1410,1410,1410,1444,Sheri S. Tepper,"Feminist science fiction, Horror fiction, Mystery fiction",1929-07-16,,"Beauty (Tepper novel), Grass (novel), The Gate to Women's Country",Sheri S. Tepper,"['Feminist Science Fiction', 'Horror Fiction', 'Mystery Fiction']","['Beauty Tepper Novel', 'Grass Novel', 'The Gate To Womens Country']"
1411,1411,1411,1445,Sherman Alexie,Native American literature,1966-10-07,Coeur d'Alene people,"Reservation Blues, Smoke Signals (film), The Absolutely True Diary of a Part-Time Indian, The Lone Ranger and Tonto Fistfight in Heaven, War Dances",Sherman Alexie,['Native American Literature'],"['Reservation Blues', 'Smoke Signals Film', 'The Absolutely True Diary Of A Parttime Indian', 'The Lone Ranger And Tonto Fistfight In Heaven', 'War Dances']"
1412,1412,1412,1447,Sherri Browning Erwin,"Historical romance, Horror fiction, Humor, Paranormal romance",1968-10-08,United States,Mashup (book),Sherri Browning Erwin,"['Historical Romance', 'Horror Fiction', 'Humor', 'Paranormal Romance']",['Mashup Book']
1413,1413,1413,1448,Shibram Chakraborty,Humour,1903-12-13,Bengali people,"Bari Theke Paliye, Harshabardhan - Gobardhan",Shibram Chakraborty,['Humour'],"['Bari Theke Paliye', 'Harshabardhan  Gobardhan']"
1414,1414,1414,1449,Shimun Vrochek,"Fantasy, Sci-fi",1976-11-01,Russian Federation,Piter (novel),Shimun Vrochek,"['Fantasy', 'Scifi']",['Piter Novel']
1415,1415,1415,1450,Shirley Hughes,Children's literature,1927-07-16,,Dogger (book),Shirley Hughes,['Childrens Literature'],['Dogger Book']
1416,1416,1416,1451,Shiv Kumar Batalvi,Prose,1936-07-23,Punjabi language,Loona (Punjabi epic),Shiv Kumar Batalvi,['Prose'],['Loona Punjabi Epic']
1417,1417,1417,1452,Shotaro Ishinomori,Science fiction,1938-01-25,Japanese,"Cyborg 009, Ganbare!! Robocon, Kamen Rider, Sarutobi Ecchan, Super Sentai",Shotaro Ishinomori,['Science Fiction'],"['Cyborg 009', 'Ganbare Robocon', 'Kamen Rider', 'Sarutobi Ecchan', 'Super Sentai']"
1418,1418,1418,1453,Shōhei Ōoka,"novels, literary criticism, short stories, non-fiction",1909-03-06,,Fires on the Plain (novel),Shōhei Ōoka,"['Novels', 'Literary Criticism', 'Short Stories', 'Nonfiction']",['Fires On The Plain Novel']
1419,1419,1419,1454,Shūsaku Endō,Historical fiction,1923-03-27,Japanese people,Silence (Endō novel),Shūsaku Endō,['Historical Fiction'],['Silence End Novel']
1420,1420,1420,1455,Sid Colin,"Film, Radio, Television",1915-08-31,,"How Do You View?, Living It Up (UK TV series), On the House (TV series), The Army Game, Up Pompeii!, Whoops Baghdad",Sid Colin,"['Film', 'Radio', 'Television']","['How Do You View', 'Living It Up Uk Tv Series', 'On The House Tv Series', 'The Army Game', 'Up Pompeii', 'Whoops Baghdad']"
1421,1421,1421,1456,Siegfried Sassoon,", Poetry, biography, fiction",1886-09-08,,The Complete Memoirs of George Sherston,Siegfried Sassoon,"['Poetry', 'Biography', 'Fiction']",['The Complete Memoirs Of George Sherston']
1422,1422,1422,1457,Simms Taback,children's picture books,1932-02-13,,Joseph Had a Little Overcoat,Simms Taback,['Childrens Picture Books'],['Joseph Had A Little Overcoat']
1423,1423,1423,1458,Simon Clark (novelist),Horror novel,1958-04-20,,The Night of the Triffids,Simon Clark (novelist),['Horror Novel'],['The Night Of The Triffids']
1424,1424,1424,1459,Simon Gray,"Drama, screenplay, memoir, novel",1936-10-21,,"Butley (play), Otherwise Engaged, Quartermaine's Terms",Simon Gray,"['Drama', 'Screenplay', 'Memoir', 'Novel']","['Butley Play', 'Otherwise Engaged', 'Quartermaines Terms']"
1425,1425,1425,1460,Simon May,"Film, television",1944-08-15,,EastEnders,Simon May,"['Film', 'Television']",['Eastenders']
1426,1426,1426,1461,Simon Scarrow,Historical fiction,1962-10-03,,"Eagles of the Empire, The Revolution Quartet",Simon Scarrow,['Historical Fiction'],"['Eagles Of The Empire', 'The Revolution Quartet']"
1427,1427,1427,1462,Simon Spurrier,"Comic book, Science fiction",1981-05-02,England,"Bec & Kawl, Harry Kipling, Jack Point (the Simping Detective), Lobster Random, Star Wars: Doctor Aphra",Simon Spurrier,"['Comic Book', 'Science Fiction']","['Bec  Kawl', 'Harry Kipling', 'Jack Point The Simping Detective', 'Lobster Random', 'Star Wars Doctor Aphra']"
1428,1428,1428,1463,Simon Vestdijk,"Historical novel, Psychological novel",1898-10-17,,De kellner en de levenden,Simon Vestdijk,"['Historical Novel', 'Psychological Novel']",['De Kellner En De Levenden']
1429,1429,1429,1464,Sinclair Ross,fiction,1908-01-22,English,As For Me and My House,Sinclair Ross,['Fiction'],['As For Me And My House']
1430,1430,1430,1465,Siobhan Dowd,children's literature,1960-02-04,Eng,"A Swift Pure Cry, Bog Child, The London Eye Mystery",Siobhan Dowd,['Childrens Literature'],"['A Swift Pure Cry', 'Bog Child', 'The London Eye Mystery']"
1431,1431,1431,1466,Sita Ram Goel,"History, Politics, Comparative Religion",1921-10-16,,Hindu Temples: What Happened to Them,Sita Ram Goel,"['History', 'Politics', 'Comparative Religion']",['Hindu Temples What Happened To Them']
1432,1432,1432,1467,Sjón,"Fiction, Surrealism",1962-08-27,Iceland,"From the Mouth of the Whale, I've Seen It All, The Blue Fox (novel)",Sjón,"['Fiction', 'Surrealism']","['From The Mouth Of The Whale', 'Ive Seen It All', 'The Blue Fox Novel']"
1433,1433,1433,1468,Sorley MacLean,Scottish Gaelic literature,1911-10-26,Scottish Gaelic,"Dàin do Eimhir, Hallaig",Sorley MacLean,['Scottish Gaelic Literature'],"['Din Do Eimhir', 'Hallaig']"
1434,1434,1434,1469,Stahl Stenslie,http://dbpedia.org/resource/Experimental_media_art,1965-11-27,Norway,Solve et Coagula,Stahl Stenslie,['Httpdbpediaorgresourceexperimentalmediaart'],['Solve Et Coagula']
1435,1435,1435,1470,Stanley G. Weinbaum,"Romantic fiction, Science fiction",1902-04-04,,A Martian Odyssey,Stanley G. Weinbaum,"['Romantic Fiction', 'Science Fiction']",['A Martian Odyssey']
1436,1436,1436,1471,Stephen Elliott (author),Novel,1971-12-03,,"Happy Baby, The Adderall Diaries",Stephen Elliott (author),['Novel'],"['Happy Baby', 'The Adderall Diaries']"
1437,1437,1437,1472,Stephen Hunter,Thriller (genre),1946-03-25,,Point of Impact (Stephen Hunter novel),Stephen Hunter,['Thriller Genre'],['Point Of Impact Stephen Hunter Novel']
1438,1438,1438,1473,Stephen Kotkin,"Russian and Soviet politics and history, communism, global history",1959-02-17,,"Stalin: Paradoxes of Power, 1878–1928, Stalin: Waiting for Hitler, 1929–1941",Stephen Kotkin,"['Russian And Soviet Politics And History', 'Communism', 'Global History']","['Stalin Paradoxes Of Power', '18781928', 'Stalin Waiting For Hitler', '19291941']"
1439,1439,1439,1474,Stephen Leacock,Humour,1869-12-30,English,Arcadian Adventures with the Idle Rich,Stephen Leacock,['Humour'],['Arcadian Adventures With The Idle Rich']
1440,1440,1440,1475,Stephenie Meyer,"Vampire romance novels, Young adult fiction",1973-12-24,,"The Host (novel), Twilight (novel series)",Stephenie Meyer,"['Vampire Romance Novels', 'Young Adult Fiction']","['The Host Novel', 'Twilight Novel Series']"
1441,1441,1441,1476,Sterling North,"Novels, children's books",1906-11-04,,Rascal (book),Sterling North,"['Novels', 'Childrens Books']",['Rascal Book']
1442,1442,1442,1477,Steve Coll,Journalism,1958-10-08,United States,"Ghost Wars, The Bin Ladens: An Arabian Family in the American Century",Steve Coll,['Journalism'],"['Ghost Wars', 'The Bin Ladens An Arabian Family In The American Century']"
1443,1443,1443,1478,Steve Perrin,Role-playing game,1946-01-22,,"Call of Cthulhu (role-playing game), RuneQuest, Stormbringer (role-playing game)",Steve Perrin,['Roleplaying Game'],"['Call Of Cthulhu Roleplaying Game', 'Runequest', 'Stormbringer Roleplaying Game']"
1444,1444,1444,1479,Steven Brust,"Fantasy, science fiction",1955-11-23,,Khaavren Romances,Steven Brust,"['Fantasy', 'Science Fiction']",['Khaavren Romances']
1445,1445,1445,1480,Steven Kotler,Nonfiction,1967-05-25,,Abundance: The Future Is Better Than You Think,Steven Kotler,['Nonfiction'],['Abundance The Future Is Better Than You Think']
1446,1446,1446,1481,Steven L. Thompson,Motorcycling; Cold War fiction,1948-05-27,English,The Wild Blue: The Novel of the U.S. Air Force,Steven L. Thompson,['Motorcycling Cold War Fiction'],['The Wild Blue The Novel Of The Us Air Force']
1447,1447,1447,1482,Steven Long,"Nonfiction, Novel, True crime",1944-07-17,United States,Death Without Dignity,Steven Long,"['Nonfiction', 'Novel', 'True Crime']",['Death Without Dignity']
1448,1448,1448,1483,Steven Reigns,poetry,1975-11-11,,The Gay Rub,Steven Reigns,['Poetry'],['The Gay Rub']
1449,1449,1449,1484,Steven Saylor,Historical fiction,1956-03-23,,"Roma (2007 novel), Roma Sub Rosa",Steven Saylor,['Historical Fiction'],"['Roma 2007 Novel', 'Roma Sub Rosa']"
1450,1450,1450,1485,Stig Larsson (author),Literary,1955-07-20,Sweden,Autisterna,Stig Larsson (author),['Literary'],['Autisterna']
1451,1451,1451,1486,Stoo Hample,"Children's books, humor, theater",1926-01-06,People of the United States,"Children's Letters to God, The Silly Book",Stoo Hample,"['Childrens Books', 'Humor', 'Theater']","['Childrens Letters To God', 'The Silly Book']"
1452,1452,1452,1487,Sue Monk Kidd,Memoir,1948-08-12,,"The Mermaid Chair, The Secret Life of Bees (novel)",Sue Monk Kidd,['Memoir'],"['The Mermaid Chair', 'The Secret Life Of Bees Novel']"
1453,1453,1453,1488,Sue Townsend,"Drama, fiction, screenplay",1946-04-02,English,Adrian Mole,Sue Townsend,"['Drama', 'Fiction', 'Screenplay']",['Adrian Mole']
1454,1454,1454,1489,Sui Sin Far,"Journalism, short stories, travel literature",1865-03-15,,Mrs. Spring Fragrance,Sui Sin Far,"['Journalism', 'Short Stories', 'Travel Literature']",['Mrs Spring Fragrance']
1455,1455,1455,1490,Sulkhan-Saba Orbeliani,"Dictionary, Poem",1658-11-04,Georgians,A Book of Wisdom and Lies,Sulkhan-Saba Orbeliani,"['Dictionary', 'Poem']",['A Book Of Wisdom And Lies']
1456,1456,1456,1491,Sumner Arthur Long,Comedy,1921-03-31,United States,Never Too Late (play),Sumner Arthur Long,['Comedy'],['Never Too Late Play']
1457,1457,1457,1492,Sumrit Shahi,"Romance novel, Young adult fiction",1993-02-12,India,Sadda Haq (TV series),Sumrit Shahi,"['Romance Novel', 'Young Adult Fiction']",['Sadda Haq Tv Series']
1458,1458,1458,1493,Sunao Tokunaga,"novels, short stories, essays",1899-01-20,,Taiyō no nai Machi,Sunao Tokunaga,"['Novels', 'Short Stories', 'Essays']",['Taiy No Nai Machi']
1459,1459,1459,1494,Surender Mohan Pathak,"Crime fiction, Murder mystery",1940-02-19,,"Daylight Robbery (novel), Mawali (novel), The 65 Lakh Heist",Surender Mohan Pathak,"['Crime Fiction', 'Murder Mystery']","['Daylight Robbery Novel', 'Mawali Novel', 'The 65 Lakh Heist']"
1460,1460,1460,1495,Susan Cain,"Success, Management, Education, Psychology, Self-Help, Interpersonal Relations",1968-03-20,English,"Bittersweet: How Sorrow and Longing Make Us Whole, Quiet Power, Quiet: The Power of Introverts in a World That Can't Stop Talking",Susan Cain,"['Success', 'Management', 'Education', 'Psychology', 'Selfhelp', 'Interpersonal Relations']","['Bittersweet How Sorrow And Longing Make Us Whole', 'Quiet Power', 'Quiet The Power Of Introverts In A World That Cant Stop Talking']"
1461,1461,1461,1496,Susan Cooper,Children's literature,1935-05-23,English people,The Dark Is Rising,Susan Cooper,['Childrens Literature'],['The Dark Is Rising']
1462,1462,1462,1497,Susan Hill,"Fiction, non-fiction",1942-02-05,,"I'm the King of the Castle, The Mist in the Mirror, The Woman in Black",Susan Hill,"['Fiction', 'Nonfiction']","['Im The King Of The Castle', 'The Mist In The Mirror', 'The Woman In Black']"
1463,1463,1463,1498,Susan Juby,Comedic,1969-03-30,,"Alice, I Think (novel)",Susan Juby,['Comedic'],"['Alice', 'I Think Novel']"
1464,1464,1464,1499,Susanna Clarke,Alternate history,1959-11-01,,"Jonathan Strange & Mr Norrell, Piranesi (novel), The Ladies of Grace Adieu and Other Stories",Susanna Clarke,['Alternate History'],"['Jonathan Strange  Mr Norrell', 'Piranesi Novel', 'The Ladies Of Grace Adieu And Other Stories']"
1465,1465,1465,1500,Sutton E. Griggs,"African American literature, Western (genre)",1872-06-19,,Imperium in Imperio,Sutton E. Griggs,"['African American Literature', 'Western Genre']",['Imperium In Imperio']
1466,1466,1466,1501,Suzanne Collins,"Children's literature, Dystopian fiction, Fantasy literature, Science fiction, Young adult fiction",1962-08-10,,"The Hunger Games trilogy, The Underland Chronicles",Suzanne Collins,"['Childrens Literature', 'Dystopian Fiction', 'Fantasy Literature', 'Science Fiction', 'Young Adult Fiction']","['The Hunger Games Trilogy', 'The Underland Chronicles']"
1467,1467,1467,1502,Suzanne Francis,Fantasy/Science Fiction,1959-03-20,,Song of the Arkafina,Suzanne Francis,['Fantasyscience Fiction'],['Song Of The Arkafina']
1468,1468,1468,1503,Suzanne Weyn,"Children's literature, Fantasy literature, Romantic comedy, Science fiction, Young adult fiction",1955-07-06,,"Reincarnation (novel), The Bar Code Rebellion, The Bar Code Tattoo",Suzanne Weyn,"['Childrens Literature', 'Fantasy Literature', 'Romantic Comedy', 'Science Fiction', 'Young Adult Fiction']","['Reincarnation Novel', 'The Bar Code Rebellion', 'The Bar Code Tattoo']"
1469,1469,1469,1504,Suzy McKee Charnas,"Fantasy, Science fiction",1939-10-22,English,The Holdfast Chronicles,Suzy McKee Charnas,"['Fantasy', 'Science Fiction']",['The Holdfast Chronicles']
1470,1470,1470,1505,Sven Hassel,World War II,1917-04-19,,"SS-General, The Legion of the Damned (novel)",Sven Hassel,['World War Ii'],"['Ssgeneral', 'The Legion Of The Damned Novel']"
1471,1471,1471,1506,Sylvia Plath,", Poetry, fiction, short story",1932-10-27,English,"Ariel (poetry collection), The Bell Jar",Sylvia Plath,"['Poetry', 'Fiction', 'Short Story']","['Ariel Poetry Collection', 'The Bell Jar']"
1472,1472,1472,1507,T. F. Powys,Allegory,1875-12-20,,"Mr. Weston's Good Wine, Unclay",T. F. Powys,['Allegory'],"['Mr Westons Good Wine', 'Unclay']"
1473,1473,1473,1508,T. M. Gray,"Horror fiction, Nonfiction",1963-11-23,,The Ravenous (novel),T. M. Gray,"['Horror Fiction', 'Nonfiction']",['The Ravenous Novel']
1474,1474,1474,1509,Tad Williams,"Dark fantasy, High fantasy, Horror fiction, Post-modernism, Science fiction, Urban fantasy",1957-03-14,,"Memory, Sorrow, and Thorn, Otherland, Shadowmarch, Tailchaser's Song",Tad Williams,"['Dark Fantasy', 'High Fantasy', 'Horror Fiction', 'Postmodernism', 'Science Fiction', 'Urban Fantasy']","['Memory', 'Sorrow', 'And Thorn', 'Otherland', 'Shadowmarch', 'Tailchasers Song']"
1475,1475,1475,1510,Takaya Kagami,Fantasy,1979-05-22,Japanese,"A Dark Rabbit Has Seven Lives, Seraph of the End, The Legend of the Legendary Heroes",Takaya Kagami,['Fantasy'],"['A Dark Rabbit Has Seven Lives', 'Seraph Of The End', 'The Legend Of The Legendary Heroes']"
1476,1476,1476,1511,Takizawa Bakin,Gesaku,1767-07-04,,Nansō Satomi Hakkenden,Takizawa Bakin,['Gesaku'],['Nans Satomi Hakkenden']
1477,1477,1477,1512,Tamora Pierce,"Children's literature, Young adult fiction",1954-12-13,,The Song of the Lioness,Tamora Pierce,"['Childrens Literature', 'Young Adult Fiction']",['The Song Of The Lioness']
1478,1478,1478,1513,Tao Lin,"Alternative literature, Kmart realism, Literary fiction, Nonfiction, Poetry",1983-07-02,,"Leave Society (novel), Shoplifting from American Apparel, Taipei (novel), Trip (book)",Tao Lin,"['Alternative Literature', 'Kmart Realism', 'Literary Fiction', 'Nonfiction', 'Poetry']","['Leave Society Novel', 'Shoplifting From American Apparel', 'Taipei Novel', 'Trip Book']"
1479,1479,1479,1514,Taranath Sharma,"Travelogue, criticism, prose",1934-06-23,,Belaet Tira Baralida,Taranath Sharma,"['Travelogue', 'Criticism', 'Prose']",['Belaet Tira Baralida']
1480,1480,1480,1515,Taro Achi,Light novel,1980-10-03,Japanese people,"Dokkoida?!, Kage Kara Mamoru!",Taro Achi,['Light Novel'],"['Dokkoida', 'Kage Kara Mamoru']"
1481,1481,1481,1516,Tatsuhiko Takimoto,Fiction,1978-09-20,,Welcome to the N.H.K.,Tatsuhiko Takimoto,['Fiction'],['Welcome To The Nhk']
1482,1482,1482,1517,Taylor Branch,Nonfiction,1947-01-14,,America in the King Years,Taylor Branch,['Nonfiction'],['America In The King Years']
1483,1483,1483,1518,Taylor Caldwell,Historical and religious fiction,1900-09-07,,Dynasty of Death,Taylor Caldwell,['Historical And Religious Fiction'],['Dynasty Of Death']
1484,1484,1484,1519,Tekla Teresa Łubieńska,"Domestic drama, Jean Racine, Lyrical poetry, Voltaire",1767-06-06,,"Charlemagne, Widukind",Tekla Teresa Łubieńska,"['Domestic Drama', 'Jean Racine', 'Lyrical Poetry', 'Voltaire']","['Charlemagne', 'Widukind']"
1485,1485,1485,1520,Terry Goodkind,"Epic fantasy, Sword and sorcery",1948-01-11,,The Sword of Truth,Terry Goodkind,"['Epic Fantasy', 'Sword And Sorcery']",['The Sword Of Truth']
1486,1486,1486,1521,Terry McMillan,Fiction,1951-10-18,,"A Day Late and a Dollar Short (novel), Getting to Happy, The Interruption of Everything",Terry McMillan,['Fiction'],"['A Day Late And A Dollar Short Novel', 'Getting To Happy', 'The Interruption Of Everything']"
1487,1487,1487,1522,Tetchō Suehiro,Novels,1849-03-15,,Setchūbai,Tetchō Suehiro,['Novels'],['Setchbai']
1488,1488,1488,1523,Thea Beckman,Children's novels,1923-07-23,,Crusade in Jeans,Thea Beckman,['Childrens Novels'],['Crusade In Jeans']
1489,1489,1489,1524,Theodor Fontane,Novel,1819-12-30,,"Der Stechlin, Effi Briest, Frau Jenny Treibel",Theodor Fontane,['Novel'],"['Der Stechlin', 'Effi Briest', 'Frau Jenny Treibel']"
1490,1490,1490,1525,Theodore Judson,Science fiction,1951-12-19,English,"Fitzpatrick's War, The Martian General's Daughter",Theodore Judson,['Science Fiction'],"['Fitzpatricks War', 'The Martian Generals Daughter']"
1491,1491,1491,1526,Theodore Roethke,American poetry,1908-05-25,,The Far Field (poetry collection),Theodore Roethke,['American Poetry'],['The Far Field Poetry Collection']
1492,1492,1492,1527,Theodore Sturgeon,"Fantasy fiction, Horror fiction, Literary criticism, Mystery fiction, Science fiction, Western fiction",1918-02-26,,"I, Libertine, Microcosmic God, More Than Human",Theodore Sturgeon,"['Fantasy Fiction', 'Horror Fiction', 'Literary Criticism', 'Mystery Fiction', 'Science Fiction', 'Western Fiction']","['I', 'Libertine', 'Microcosmic God', 'More Than Human']"
1493,1493,1493,1528,Thomas Day (writer),"Children's literature, politics, satire",1748-06-22,,The History of Sandford and Merton,Thomas Day (writer),"['Childrens Literature', 'Politics', 'Satire']",['The History Of Sandford And Merton']
1494,1494,1494,1529,Thomas Kohnstamm,"Fiction, Non-fiction",1975-11-24,,Do Travel Writers Go to Hell?,Thomas Kohnstamm,"['Fiction', 'Nonfiction']",['Do Travel Writers Go To Hell']
1495,1495,1495,1530,Thomas Mann,"Novel, novella",1875-06-06,,"Buddenbrooks, Death in Venice, Doctor Faustus (novel), Joseph and His Brothers, The Magic Mountain",Thomas Mann,"['Novel', 'Novella']","['Buddenbrooks', 'Death In Venice', 'Doctor Faustus Novel', 'Joseph And His Brothers', 'The Magic Mountain']"
1496,1496,1496,1531,Thomas Olde Heuvelt,"Fantasy, Horror fiction, Magic realism",1983-04-16,,HEX (2013 novel),Thomas Olde Heuvelt,"['Fantasy', 'Horror Fiction', 'Magic Realism']",['Hex 2013 Novel']
1497,1497,1497,1532,Thomas S. Hinde,Methodism,1785-04-19,,Thomas Hinde,Thomas S. Hinde,['Methodism'],['Thomas Hinde']
1498,1498,1498,1533,Thomas Taylor (artist),Children's books,1973-05-22,United Kingdom,Harry Potter,Thomas Taylor (artist),['Childrens Books'],['Harry Potter']
1499,1499,1499,1534,Tian Han,"Novel, poem, drama",1898-03-12,Chinese language,March of the Volunteers,Tian Han,"['Novel', 'Poem', 'Drama']",['March Of The Volunteers']
1500,1500,1500,1535,Tim Asch,Visual anthropology,1932-07-16,United States,The Ax Fight,Tim Asch,['Visual Anthropology'],['The Ax Fight']
1501,1501,1501,1536,Tim Brooks (historian),History,1942-04-18,English,"The Complete Directory to Prime Time Network and Cable TV Shows, 1946-Present",Tim Brooks (historian),['History'],"['The Complete Directory To Prime Time Network And Cable Tv Shows', '1946Present']"
1502,1502,1502,1537,Tim Ferriss,"Physical fitness, Self-help",1977-07-20,,"The 4-Hour Body, The 4-Hour Chef, The 4-Hour Workweek, Tools of Titans",Tim Ferriss,"['Physical Fitness', 'Selfhelp']","['The 4Hour Body', 'The 4Hour Chef', 'The 4Hour Workweek', 'Tools Of Titans']"
1503,1503,1503,1538,Tim Harrod,comedy,1968-05-25,United States,"Late Night with Conan O'Brien, The Onion",Tim Harrod,['Comedy'],"['Late Night With Conan Obrien', 'The Onion']"
1504,1504,1504,1539,Tim Jeal,fiction; biography,1945-01-27,,Baden-Powell (book),Tim Jeal,['Fiction Biography'],['Badenpowell Book']
1505,1505,1505,1540,Tim Weiner,History,1956-06-20,,Legacy of Ashes: The History of the CIA,Tim Weiner,['History'],['Legacy Of Ashes The History Of The Cia']
1506,1506,1506,1541,Tim Winton,Non-fiction,1960-08-04,,"Blueback (novel), Breath (novel), Cloudstreet, Dirt Music, Shallows",Tim Winton,['Nonfiction'],"['Blueback Novel', 'Breath Novel', 'Cloudstreet', 'Dirt Music', 'Shallows']"
1507,1507,1507,1542,Timothy Egan,Non-fiction,1954-11-08,,The Worst Hard Time,Timothy Egan,['Nonfiction'],['The Worst Hard Time']
1508,1508,1508,1543,Timothy Zahn,"Fantasy, Science fiction",1951-09-01,,"Heir to the Empire, Star Wars: Thrawn, Thrawn Ascendancy",Timothy Zahn,"['Fantasy', 'Science Fiction']","['Heir To The Empire', 'Star Wars Thrawn', 'Thrawn Ascendancy']"
1509,1509,1509,1544,Tochi Onyebuchi,"Afrofuturist, Fantasy, Science fiction, Young adult fiction",1987-10-04,,"Beasts Made of Night, Riot Baby, War Girls",Tochi Onyebuchi,"['Afrofuturist', 'Fantasy', 'Science Fiction', 'Young Adult Fiction']","['Beasts Made Of Night', 'Riot Baby', 'War Girls']"
1510,1510,1510,1545,Todd Parr,Children's fiction,1962-07-09,English,The Family Book,Todd Parr,['Childrens Fiction'],['The Family Book']
1511,1511,1511,1546,Todd Strasser,"Children's and young adult fiction, novelizations, romans",1950-05-05,Spanglish,The Wave (1981 film),Todd Strasser,"['Childrens And Young Adult Fiction', 'Novelizations', 'Romans']",['The Wave 1981 Film']
1512,1512,1512,1547,Tom Holland (author),"History, Literary fiction, Nonfiction",1968-01-05,English language,"In the Shadow of the Sword (book), Persian Fire, Rubicon: The Last Years of the Roman Republic",Tom Holland (author),"['History', 'Literary Fiction', 'Nonfiction']","['In The Shadow Of The Sword Book', 'Persian Fire', 'Rubicon The Last Years Of The Roman Republic']"
1513,1513,1513,1548,Tom King (writer),"Science fiction, Superhero fiction",1978-07-15,English,"Batman, Mister Miracle, The Sheriff of Babylon, Vision (Marvel Comics)",Tom King (writer),"['Science Fiction', 'Superhero Fiction']","['Batman', 'Mister Miracle', 'The Sheriff Of Babylon', 'Vision Marvel Comics']"
1514,1514,1514,1549,Tom Kratman,Science fiction,1956-09-04,English,Watch on the Rhine (novel),Tom Kratman,['Science Fiction'],['Watch On The Rhine Novel']
1515,1515,1515,1550,Tomi Adeyemi,"Fantasy, Young adult fiction",1993-08-01,,"Children of Blood and Bone, Children of Virtue and Vengeance",Tomi Adeyemi,"['Fantasy', 'Young Adult Fiction']","['Children Of Blood And Bone', 'Children Of Virtue And Vengeance']"
1516,1516,1516,1551,Tomi Ungerer,Erotic literature,1931-11-28,,Flat Stanley,Tomi Ungerer,['Erotic Literature'],['Flat Stanley']
1517,1517,1517,1552,Tomie dePaola,"Children's literature, Folklore",1934-09-15,American people,Strega Nona,Tomie dePaola,"['Childrens Literature', 'Folklore']",['Strega Nona']
1518,1518,1518,1553,Tommy Blacha,"Comedy, Pro Wrestling, Satire",1962-08-25,United States,"Da Ali G Show, Late Night with Conan O'Brien, Metalocalypse, Mongo Wrestling Alliance, TV Funhouse",Tommy Blacha,"['Comedy', 'Pro Wrestling', 'Satire']","['Da Ali G Show', 'Late Night With Conan Obrien', 'Metalocalypse', 'Mongo Wrestling Alliance', 'Tv Funhouse']"
1519,1519,1519,1554,Toni Morrison,American literature,1931-02-18,,"Beloved (novel), Song of Solomon (novel), Sula (novel), Tar Baby (novel), The Bluest Eye",Toni Morrison,['American Literature'],"['Beloved Novel', 'Song Of Solomon Novel', 'Sula Novel', 'Tar Baby Novel', 'The Bluest Eye']"
1520,1520,1520,1555,Tony Abbott (author),children's,1952-10-26,,The Secrets of Droon,Tony Abbott (author),['Childrens'],['The Secrets Of Droon']
1521,1521,1521,1556,Tony Barwick,Science fiction,1934-07-10,British people,"Captain Scarlet and the Mysterons, Dick Spanner, P.I., Joe 90, Terrahawks, UFO (TV series)",Tony Barwick,['Science Fiction'],"['Captain Scarlet And The Mysterons', 'Dick Spanner', 'Pi', 'Joe 90', 'Terrahawks', 'Ufo Tv Series']"
1522,1522,1522,1557,Toyoko Yamasaki,novel,1924-11-03,Japanese people,"Shiroi Kyotō, Shizumanu Taiyō",Toyoko Yamasaki,['Novel'],"['Shiroi Kyot', 'Shizumanu Taiy']"
1523,1523,1523,1558,Tracy Chevalier,Historical fiction,1962-10-19,English,Girl with a Pearl Earring (novel),Tracy Chevalier,['Historical Fiction'],['Girl With A Pearl Earring Novel']
1524,1524,1524,1559,Tracy Kidder,Non-fiction,1945-11-12,,"Mountains Beyond Mountains, The Soul of a New Machine",Tracy Kidder,['Nonfiction'],"['Mountains Beyond Mountains', 'The Soul Of A New Machine']"
1525,1525,1525,1560,Trenton Lee Stewart,Children's literature,1970-05-27,,The Mysterious Benedict Society,Trenton Lee Stewart,['Childrens Literature'],['The Mysterious Benedict Society']
