,subject,predicate,object
6323,Pierre Louÿs,bornInCentury,Century_19
6324,Pierre Schaeffer bibliography,wrote,BookIn_Search_Of_A_Concrete_Music
6325,Pierre Schaeffer bibliography,writesGenre,GenreChristian_Novel
6326,Pierre Schaeffer bibliography,writesGenre,GenreColumn_Newspaper
6327,Pierre Schaeffer bibliography,writesGenre,GenreDiary
6328,Pierre Schaeffer bibliography,writesGenre,GenreMemoirs
6329,Pierre Schaeffer bibliography,writesGenre,GenreNonfiction_Novel
6330,Pierre Schaeffer bibliography,writesGenre,GenreTreatise
6331,Pierre Schaeffer bibliography,bornInCentury,Century_20
6332,Poul Anderson,wrote,BookTau_Zero
6333,Poul Anderson,wrote,BookThe_Broken_Sword
6334,Poul Anderson,wrote,BookThree_Hearts_And_Three_Lions
6335,Poul Anderson,writesGenre,GenreMystery_Fiction
6336,Poul Anderson,writesGenre,GenreTime_Travel
6337,Poul Anderson,bornInCentury,Century_20
6338,Preeti Singh,wrote,BookFlirting_With_Fate_Novel
6339,Preeti Singh,writesGenre,GenreFiction
6340,Preeti Singh,writesGenre,GenreThriller
6341,Preeti Singh,bornInCentury,Century_20
6342,Preston Fassel,wrote,BookOur_Lady_Of_The_Inferno
6343,Preston Fassel,writesGenre,GenreHorror_Fiction
6344,Preston Fassel,bornInCentury,Century_20
6345,Primo Levi,wrote,BookIf_This_Is_A_Man
6346,Primo Levi,wrote,BookThe_Periodic_Table_Short_Story_Collection
6347,Primo Levi,writesGenre,GenreAutobiography
6348,Primo Levi,writesGenre,GenreShort_Story
6349,Primo Levi,writesGenre,GenreEssay
6350,Primo Levi,bornInCentury,Century_20
6351,Priscilla Cummings,wrote,BookRed_Kayak
6352,Priscilla Cummings,writesGenre,GenreChildrens_Literature
6353,Priscilla Cummings,writesGenre,GenreYoung_Adult_Fiction
6354,Priscilla Cummings,bornInCentury,Century_20
6355,Purushottama Lal,wrote,BookMahabharata
6356,Purushottama Lal,wrote,BookUpanishads
6357,Purushottama Lal,writesGenre,GenreIndian_Classics
6358,Purushottama Lal,bornInCentury,Century_20
6359,Pydimarri Venkata Subba Rao,wrote,BookNational_Pledge_India
6360,Pydimarri Venkata Subba Rao,writesGenre,GenreWriter
6361,Pydimarri Venkata Subba Rao,bornInCentury,Century_20
6362,Pádraic Ó Conaire,wrote,BookDeoraocht
6363,Pádraic Ó Conaire,writesGenre,GenreFiction
6364,Pádraic Ó Conaire,writesGenre,GenreSatire
6365,Pádraic Ó Conaire,writesGenre,GenreFolklore
6366,Pádraic Ó Conaire,bornInCentury,Century_19
6367,Péter Nádas,wrote,BookA_Book_Of_Memories
6368,Péter Nádas,wrote,BookParallel_Stories
6369,Péter Nádas,writesGenre,GenreNovel
6370,Péter Nádas,writesGenre,GenreShort_Story
6371,Péter Nádas,writesGenre,GenreEssays
6372,Péter Nádas,bornInCentury,Century_20
6373,Qais Akbar Omar,wrote,BookA_Fort_Of_Nine_Towers
6374,Qais Akbar Omar,writesGenre,GenreMemoir
6375,Qais Akbar Omar,bornInCentury,Century_20
6376,Qurratulain Hyder,wrote,BookAag_Ka_Dariya
6377,Qurratulain Hyder,writesGenre,GenreNovelist__Short_Story_Writer
6378,Qurratulain Hyder,bornInCentury,Century_20
6379,R. A. Salvatore,wrote,BookThe_Demonwars_Saga
6380,R. A. Salvatore,wrote,BookThe_Legend_Of_Drizzt
6381,R. A. Salvatore,writesGenre,GenreFantasy
6382,R. A. Salvatore,writesGenre,GenreScience_Fiction
6383,R. A. Salvatore,bornInCentury,Century_20
6384,R. Barri Flowers,wrote,BookMasters_Of_True_Crime
6385,R. Barri Flowers,writesGenre,GenreTrue_Crime
6386,R. Barri Flowers,bornInCentury,Century_20
6387,Rachel Carson,wrote,BookSilent_Spring
6388,Rachel Carson,wrote,BookThe_Edge_Of_The_Sea
6389,Rachel Carson,wrote,BookThe_Sea_Around_Us
6390,Rachel Carson,wrote,BookUnder_The_Sea_Wind
6391,Rachel Carson,writesGenre,GenreNature_Writing
6392,Rachel Carson,bornInCentury,Century_20
6393,Rachel Hollis,wrote,BookGirl
6394,Rachel Hollis,wrote,BookStop_Apologizing
6395,Rachel Hollis,wrote,BookGirl
6396,Rachel Hollis,wrote,BookWash_Your_Face
6397,Rachel Hollis,writesGenre,GenreSelfhelp
6398,Rachel Hollis,bornInCentury,Century_20
6399,Rachel Swirsky,wrote,BookIf_You_Were_A_Dinosaur
6400,Rachel Swirsky,wrote,BookMy_Love
6401,Rachel Swirsky,wrote,BookThe_Lady_Who_Plucked_Red_Flowers_Beneath_The_Queens_Window
6402,Rachel Swirsky,writesGenre,GenreFantasy
6403,Rachel Swirsky,writesGenre,GenreScience_Fiction
6404,Rachel Swirsky,bornInCentury,Century_20
6405,Radovan Ivšić,wrote,BookKing_Gordogan
6406,Radovan Ivšić,writesGenre,GenrePoetry
6407,Radovan Ivšić,writesGenre,GenreDrama
6408,Radovan Ivšić,writesGenre,GenreEssays
6409,Radovan Ivšić,bornInCentury,Century_20
6410,Rafael Sabatini,wrote,BookCaptain_Blood_Novel
6411,Rafael Sabatini,wrote,BookScaramouche_Novel
6412,Rafael Sabatini,writesGenre,GenreAdventure_Novel
6413,Rafael Sabatini,writesGenre,GenreRomance_Novel
6414,Rafael Sabatini,bornInCentury,Century_19
6415,Rainbow Rowell,wrote,BookCarry_On_Novel
6416,Rainbow Rowell,wrote,BookEleanor__Park
6417,Rainbow Rowell,wrote,BookFangirl
6418,Rainbow Rowell,wrote,BookRunaways_Comics
6419,Rainbow Rowell,writesGenre,GenreFiction
6420,Rainbow Rowell,writesGenre,GenreNew_Adult_Fiction
6421,Rainbow Rowell,writesGenre,GenreYoung_Adult_Literature
6422,Rainbow Rowell,bornInCentury,Century_20
6423,Raja Rao,wrote,BookThe_Serpent_And_The_Rope
6424,Raja Rao,writesGenre,GenreNovel
6425,Raja Rao,writesGenre,GenreShort_Story
6426,Raja Rao,writesGenre,GenreEssay
6427,Raja Rao,bornInCentury,Century_20
6428,Rajesh Vankar,wrote,BookGujarati_Tunki_Vartama_Pariveshni_Karyasadhakta
6429,Rajesh Vankar,writesGenre,GenreFree_Verse
6430,Rajesh Vankar,writesGenre,GenreGeet_Song
6431,Rajesh Vankar,writesGenre,GenreGhazal
6432,Rajesh Vankar,writesGenre,GenreShort_Story
6433,Rajesh Vankar,bornInCentury,Century_20
6434,Ralph Ellison,wrote,BookInvisible_Man
6435,Ralph Ellison,writesGenre,GenreEssay
6436,Ralph Ellison,writesGenre,GenreCriticism
6437,Ralph Ellison,writesGenre,GenreNovel
6438,Ralph Ellison,writesGenre,GenreShort_Story
6439,Ralph Ellison,bornInCentury,Century_20
6440,Randa Abdel-Fattah,wrote,BookDoes_My_Head_Look_Big_In_This
6441,Randa Abdel-Fattah,writesGenre,GenreFiction
6442,Randa Abdel-Fattah,writesGenre,GenreSchool_Story
6443,Randa Abdel-Fattah,bornInCentury,Century_20
6444,Ransom Riggs,wrote,BookMiss_Peregrines_Home_For_Peculiar_Children
6445,Ransom Riggs,writesGenre,GenreChildrens_Literature
6446,Ransom Riggs,bornInCentury,Century_20
6447,Rashid Jahan,wrote,BookAngarey
6448,Rashid Jahan,writesGenre,GenreShort_Story
6449,Rashid Jahan,bornInCentury,Century_20
6450,Ravinder Singh (author),wrote,BookI_Too_Had_A_Love_Story
6451,Ravinder Singh (author),writesGenre,GenreFiction
6452,Ravinder Singh (author),bornInCentury,Century_20
6453,Ray Galton,wrote,BookComedy_Playhouse
6454,Ray Galton,wrote,BookHancocks_Half_Hour
6455,Ray Galton,wrote,BookSteptoe_And_Son
6456,Ray Galton,writesGenre,GenreTelevision
6457,Ray Galton,bornInCentury,Century_20
6458,Raymond E. Feist,wrote,BookMagician_Feist_Novel
6459,Raymond E. Feist,writesGenre,GenreFantasy
6460,Raymond E. Feist,bornInCentury,Century_20
6461,Razia Butt,wrote,BookBano_Novel
6462,Razia Butt,wrote,BookNaila_Film
6463,Razia Butt,wrote,BookSaiqa_Tv
6464,Razia Butt,writesGenre,GenreFiction
6465,Razia Butt,bornInCentury,Century_20
6466,Rebecca Caudill,wrote,BookTree_Of_Freedom
6467,Rebecca Caudill,writesGenre,GenreChildrens_Literature
6468,Rebecca Caudill,bornInCentury,Century_19
6469,Rebecca Harding Davis,wrote,BookLife_In_The_Iron_Mills
6470,Rebecca Harding Davis,writesGenre,GenreFiction
6471,Rebecca Harding Davis,writesGenre,GenreJournalism
6472,Rebecca Harding Davis,writesGenre,GenrePoetry
6473,Rebecca Harding Davis,bornInCentury,Century_19
6474,Rebecca Stead,wrote,BookFirst_Light_Rebecca_Stead_Novel
6475,Rebecca Stead,wrote,BookLiar__Spy
6476,Rebecca Stead,wrote,BookWhen_You_Reach_Me
6477,Rebecca Stead,writesGenre,GenreChildrens_Literature
6478,Rebecca Stead,writesGenre,GenreScience_Fiction
6479,Rebecca Stead,writesGenre,GenreYoung_Adult_Fiction
6480,Rebecca Stead,bornInCentury,Century_20
6481,Reinaldo Arenas,wrote,BookBefore_Night_Falls
6482,Reinaldo Arenas,wrote,BookPentagonia
6483,Reinaldo Arenas,writesGenre,GenreDrama
6484,Reinaldo Arenas,writesGenre,GenreNovel
6485,Reinaldo Arenas,writesGenre,GenrePoetry
6486,Reinaldo Arenas,bornInCentury,Century_20
6487,Renée Watson (author),wrote,BookPiecing_Me_Together
6488,Renée Watson (author),writesGenre,GenreYoung_Adult
6489,Renée Watson (author),writesGenre,GenrePicture_Books
6490,Renée Watson (author),writesGenre,GenreMiddle_Grade
6491,Renée Watson (author),bornInCentury,Century_20
6492,Reub Long,wrote,BookThe_Oregon_Desert
6493,Reub Long,writesGenre,GenreStorytelling
6494,Reub Long,bornInCentury,Century_19
6495,Rex Stout,wrote,BookRex_Stout_Bibliography
6496,Rex Stout,writesGenre,GenreDetective_Fiction
6497,Rex Stout,bornInCentury,Century_19
6498,Rhianna Pratchett,wrote,BookHeavenly_Sword
6499,Rhianna Pratchett,wrote,BookMirrors_Edge
6500,Rhianna Pratchett,wrote,BookRise_Of_The_Tomb_Raider
6501,Rhianna Pratchett,wrote,BookTomb_Raider_2013_Video_Game
6502,Rhianna Pratchett,writesGenre,GenreVideo_Games
6503,Rhianna Pratchett,writesGenre,GenreFantasy
6504,Rhianna Pratchett,bornInCentury,Century_20
6505,Ricardo Lancaster-Jones y Verea,wrote,BookHaciendas_De_Jalisco_Y_Aledaos_15061821
6506,Ricardo Lancaster-Jones y Verea,writesGenre,GenreProse
6507,Ricardo Lancaster-Jones y Verea,bornInCentury,Century_20
6508,Richard A. Knaak,wrote,BookDiablo_Series
6509,Richard A. Knaak,wrote,BookDragonlance
6510,Richard A. Knaak,wrote,BookWarcraft
6511,Richard A. Knaak,writesGenre,GenreFantasy
6512,Richard A. Knaak,bornInCentury,Century_20
6513,Richard A. Lupoff,wrote,Book1201_Pm
6514,Richard A. Lupoff,wrote,BookLovecrafts_Book
6515,Richard A. Lupoff,wrote,BookMaster_Of_Adventure_The_Worlds_Of_Edgar_Rice_Burroughs
6516,Richard A. Lupoff,wrote,BookSpace_War_Blues
6517,Richard A. Lupoff,writesGenre,GenreHorror_Fiction
6518,Richard A. Lupoff,writesGenre,GenreMystery_Fiction
6519,Richard A. Lupoff,bornInCentury,Century_20
6520,Richard Beard (author),wrote,BookThe_Day_That_Went_Missing_A_Familys_Story
6521,Richard Beard (author),writesGenre,GenreLiterary_Fiction
6522,Richard Beard (author),bornInCentury,Century_20
6523,Richard Brautigan,wrote,BookIn_Watermelon_Sugar
6524,Richard Brautigan,wrote,BookTrout_Fishing_In_America
6525,Richard Brautigan,wrote,BookWillard_And_His_Bowling_Trophies_A_Perverse_Mystery
6526,Richard Brautigan,writesGenre,GenreBlack_Comedy
6527,Richard Brautigan,writesGenre,GenreFabulation
6528,Richard Brautigan,writesGenre,GenreGothic_Western
6529,Richard Brautigan,writesGenre,GenreMagic_Realism
6530,Richard Brautigan,writesGenre,GenrePsychological_Fiction
6531,Richard Brautigan,bornInCentury,Century_20
6532,Richard Burgin (writer),wrote,BookGhost_Quartet
6533,Richard Burgin (writer),wrote,BookMan_Without_Memory
6534,Richard Burgin (writer),writesGenre,GenreFiction
6535,Richard Burgin (writer),writesGenre,GenreCriticism
6536,Richard Burgin (writer),bornInCentury,Century_20
6537,Richard Fariña,wrote,BookBeen_Down_So_Long_It_Looks_Like_Up_To_Me
6538,Richard Fariña,writesGenre,GenreFolk_Music
6539,Richard Fariña,bornInCentury,Century_20
6540,Richard Jessup,wrote,BookThe_Cincinnati_Kid
6541,Richard Jessup,writesGenre,GenreMystery_Fiction
6542,Richard Jessup,writesGenre,GenreWestern_Fiction
6543,Richard Jessup,bornInCentury,Century_20
6544,Richard Laymon,wrote,BookIsland_Laymon_Novel
6545,Richard Laymon,wrote,BookThe_Beast_House
6546,Richard Laymon,wrote,BookThe_Cellar_Novel
6547,Richard Laymon,wrote,BookThe_Midnight_Tour
6548,Richard Laymon,wrote,BookThe_Traveling_Vampire_Show
6549,Richard Laymon,writesGenre,GenreHorror_Fiction
6550,Richard Laymon,bornInCentury,Century_20
6551,Richard Matheson,wrote,BookA_Stir_Of_Echoes
6552,Richard Matheson,wrote,BookBid_Time_Return
6553,Richard Matheson,wrote,BookHell_House_Novel
6554,Richard Matheson,wrote,BookI_Am_Legend_Novel
6555,Richard Matheson,wrote,BookThe_Shrinking_Man
6556,Richard Matheson,wrote,BookWhat_Dreams_May_Come_1978_Novel
6557,Richard Matheson,writesGenre,GenreScience_Fiction
6558,Richard Matheson,writesGenre,GenreFantasy
6559,Richard Matheson,writesGenre,GenreHorror
6560,Richard Matheson,bornInCentury,Century_20
6561,Richard Milward,wrote,BookApples_Novel
6562,Richard Milward,writesGenre,GenreNovel
6563,Richard Milward,writesGenre,GenrePlay
6564,Richard Milward,writesGenre,GenreShort_Story
6565,Richard Milward,bornInCentury,Century_20
6566,Richard Price (writer),wrote,BookClockers_Novel
6567,Richard Price (writer),wrote,BookThe_Wanderers_Richard_Price_Novel
6568,Richard Price (writer),writesGenre,GenreCrime_Fiction
6569,Richard Price (writer),writesGenre,GenreDrama
6570,Richard Price (writer),writesGenre,GenreMystery_Fiction
6571,Richard Price (writer),bornInCentury,Century_20
6572,Richard Scarry,wrote,BookBest_Word_Book_Ever
6573,Richard Scarry,writesGenre,GenreChildrens_Books
6574,Richard Scarry,bornInCentury,Century_20
6575,Richard Wagamese,wrote,BookIndian_Horse
6576,Richard Wagamese,writesGenre,GenreFirst_Nations_In_Canada
6577,Richard Wagamese,bornInCentury,Century_20
6578,Richard Wright (author),wrote,BookBlack_Boy
6579,Richard Wright (author),wrote,BookNative_Son
6580,Richard Wright (author),wrote,BookThe_Outsider_Richard_Wright
6581,Richard Wright (author),wrote,BookUncle_Toms_Children
6582,Richard Wright (author),writesGenre,GenreDrama
6583,Richard Wright (author),writesGenre,GenreFiction
6584,Richard Wright (author),writesGenre,GenreNonfiction
6585,Richard Wright (author),writesGenre,GenreAutobiography
6586,Richard Wright (author),bornInCentury,Century_20
6587,Richmal Crompton,wrote,BookJust_William
6588,Richmal Crompton,writesGenre,GenreChildrens_Literature
6589,Richmal Crompton,writesGenre,GenreNovels
6590,Richmal Crompton,writesGenre,GenreShort_Stories_Inspiring
6591,Richmal Crompton,bornInCentury,Century_19
6592,Rick Riordan,wrote,BookMagnus_Chase_And_The_Gods_Of_Asgard
6593,Rick Riordan,wrote,BookPercy_Jackson__The_Olympians
6594,Rick Riordan,wrote,BookThe_Heroes_Of_Olympus
6595,Rick Riordan,wrote,BookThe_Kane_Chronicles
6596,Rick Riordan,wrote,BookThe_Trials_Of_Apollo
6597,Rick Riordan,writesGenre,GenreDetective_Fiction
6598,Rick Riordan,writesGenre,GenreFantasy
6599,Rick Riordan,writesGenre,GenreMythology
6600,Rick Riordan,bornInCentury,Century_20
6601,Rick Shiomi,wrote,BookYellow_Fever_Play
6602,Rick Shiomi,writesGenre,GenreTheater
6603,Rick Shiomi,bornInCentury,Century_20
6604,Rick Yancey,wrote,BookAlfred_Kropp_Series
6605,Rick Yancey,wrote,BookThe_5Th_Wave_Series
6606,Rick Yancey,wrote,BookThe_Monstrumologist
6607,Rick Yancey,writesGenre,GenreFantasy
6608,Rick Yancey,writesGenre,GenreHorror_Fiction
6609,Rick Yancey,writesGenre,GenreScience_Fiction
6610,Rick Yancey,bornInCentury,Century_20
6611,Rieko Nakagawa,wrote,BookGuri_And_Gura
6612,Rieko Nakagawa,wrote,BookSora_Iro_No_Tane
6613,Rieko Nakagawa,writesGenre,GenreChildrens_Literature
6614,Rieko Nakagawa,bornInCentury,Century_20
6615,Rivkah (artist),wrote,BookSteady_Beat
6616,Rivkah (artist),writesGenre,GenreShjo
6617,Rivkah (artist),bornInCentury,Century_20
6618,Roald Dahl,wrote,BookCharlie_And_The_Chocolate_Factory
6619,Roald Dahl,wrote,BookDanny
6620,Roald Dahl,wrote,BookThe_Champion_Of_The_World
6621,Roald Dahl,wrote,BookFantastic_Mr_Fox
6622,Roald Dahl,wrote,BookGeorges_Marvellous_Medicine
6623,Roald Dahl,wrote,BookJames_And_The_Giant_Peach
6624,Roald Dahl,wrote,BookMatilda_Novel
6625,Roald Dahl,wrote,BookThe_Bfg
6626,Roald Dahl,wrote,BookThe_Witches_Novel
6627,Roald Dahl,writesGenre,GenreFantasy_Literature
6628,Roald Dahl,bornInCentury,Century_20
6629,Robb White,wrote,BookDeathwatch_Novel
6630,Robb White,writesGenre,GenreAdventure_Novels
6631,Robb White,bornInCentury,Century_20
6632,Robert A. Heinlein,wrote,BookStarship_Troopers
6633,Robert A. Heinlein,wrote,BookStranger_In_A_Strange_Land
6634,Robert A. Heinlein,wrote,BookThe_Moon_Is_A_Harsh_Mistress
6635,Robert A. Heinlein,wrote,BookTime_Enough_For_Love
6636,Robert A. Heinlein,writesGenre,GenreFantasy
6637,Robert A. Heinlein,writesGenre,GenreScience_Fiction
6638,Robert A. Heinlein,bornInCentury,Century_20
6639,Robert A. W. Lowndes,wrote,BookFuture_Science_Fiction
6640,Robert A. W. Lowndes,wrote,BookScience_Fiction_American_Magazine
6641,Robert A. W. Lowndes,wrote,BookScience_Fiction_Quarterly
6642,Robert A. W. Lowndes,writesGenre,GenreScience_Fiction
6643,Robert A. W. Lowndes,bornInCentury,Century_20
6644,Robert Aickman,wrote,BookThe_Late_Breakfasters
6645,Robert Aickman,writesGenre,GenreHorror_Fiction
6646,Robert Aickman,writesGenre,GenreSupernatural_Fiction
6647,Robert Aickman,bornInCentury,Century_20
6648,Robert Bloch,wrote,BookAmerican_Gothic_Novel
6649,Robert Bloch,wrote,BookPsycho_Novel
6650,Robert Bloch,wrote,BookPsycho_House
6651,Robert Bloch,wrote,BookPsycho_Ii_Novel
6652,Robert Bloch,writesGenre,GenreCrime_Fiction
6653,Robert Bloch,writesGenre,GenreFantasy_Fiction
6654,Robert Bloch,writesGenre,GenreHorror_Fiction
6655,Robert Bloch,writesGenre,GenreScience_Fiction
6656,Robert Bloch,bornInCentury,Century_20
6657,Robert C. O'Brien (author),wrote,BookMrs_Frisby_And_The_Rats_Of_Nimh
6658,Robert C. O'Brien (author),wrote,BookZ_For_Zachariah
6659,Robert C. O'Brien (author),writesGenre,GenreChildrens_Literature
6660,Robert C. O'Brien (author),writesGenre,GenreFantasy
6661,Robert C. O'Brien (author),writesGenre,GenreScience_Fiction
6662,Robert C. O'Brien (author),bornInCentury,Century_20
6663,Robert Draper,wrote,BookDead_Certain_The_Presidency_Of_George_W_Bush
6664,Robert Draper,wrote,BookDo_Not_Ask_What_Good_We_Do_Inside_The_Us_House_Of_Representatives
6665,Robert Draper,writesGenre,GenreNonfiction
6666,Robert Draper,bornInCentury,Century_20
6667,Robert E. Howard,wrote,BookConan_The_Barbarian
6668,Robert E. Howard,wrote,BookPigeons_From_Hell
6669,Robert E. Howard,wrote,BookSolomon_Kane
6670,Robert E. Howard,wrote,BookThe_Hour_Of_The_Dragon
6671,Robert E. Howard,wrote,BookWorms_Of_The_Earth
6672,Robert E. Howard,writesGenre,GenreBoxing
6673,Robert E. Howard,writesGenre,GenreHistorical_Novel
6674,Robert E. Howard,writesGenre,GenreHorror_Fiction
6675,Robert E. Howard,writesGenre,GenreSouthern_Gothic
6676,Robert E. Howard,writesGenre,GenreSword_And_Sorcery
6677,Robert E. Howard,writesGenre,GenreWestern_Fiction
6678,Robert E. Howard,bornInCentury,Century_20
6679,Robert Girardi,wrote,BookA_Vaudeville_Of_Devils_Seven_Moral_Tales
6680,Robert Girardi,wrote,BookGorgeous_East
6681,Robert Girardi,wrote,BookMadeleines_Ghost
6682,Robert Girardi,wrote,BookThe_Pirates_Daughter_A_Novel_Of_Adventure
6683,Robert Girardi,wrote,BookThe_Wrong_Doyle
6684,Robert Girardi,wrote,BookVaporetto_13_A_Novel
6685,Robert Girardi,writesGenre,GenreDetective_Fiction
6686,Robert Girardi,writesGenre,GenreEssays
6687,Robert Girardi,writesGenre,GenreMystery_Fiction
6688,Robert Girardi,bornInCentury,Century_20
6689,Robert Harris (novelist),wrote,BookAn_Officer_And_A_Spy
6690,Robert Harris (novelist),wrote,BookFatherland_Novel
6691,Robert Harris (novelist),writesGenre,GenreFiction
6692,Robert Harris (novelist),bornInCentury,Century_20
6693,Robert Hass,wrote,BookMeditation_At_Lagunitas
6694,Robert Hass,writesGenre,GenrePoetry
6695,Robert Hass,bornInCentury,Century_20
6696,Robert Holdstock,wrote,BookMythago_Wood
6697,Robert Holdstock,writesGenre,GenreFantasy
6698,Robert Holdstock,writesGenre,GenreHorror_Fiction
6699,Robert Holdstock,writesGenre,GenreScience_Fiction
6700,Robert Holdstock,bornInCentury,Century_20
6701,Robert J. Serling,wrote,BookThe_Presidents_Plane_Is_Missing_Novel
6702,Robert J. Serling,writesGenre,GenreAviation
6703,Robert J. Serling,writesGenre,GenreHistorical_Fiction
6704,Robert J. Serling,writesGenre,GenreNonfiction
6705,Robert J. Serling,bornInCentury,Century_20
6706,Robert Jordan,wrote,BookThe_Wheel_Of_Time
6707,Robert Jordan,writesGenre,GenreFantasy
6708,Robert Jordan,bornInCentury,Century_20
6709,Robert Keable,wrote,BookSimon_Called_Peter
6710,Robert Keable,writesGenre,GenreRomance_Novel
6711,Robert Keable,writesGenre,GenreWar_Novel
6712,Robert Keable,bornInCentury,Century_19
6713,Robert Lowell,wrote,BookFor_The_Union_Dead
6714,Robert Lowell,wrote,BookLife_Studies
6715,Robert Lowell,wrote,BookLord_Wearys_Castle
6716,Robert Lowell,writesGenre,GenreAmerican_Poetry
6717,Robert Lowell,bornInCentury,Century_20
6718,Robert M. Pirsig,wrote,BookLila_An_Inquiry_Into_Morals
6719,Robert M. Pirsig,wrote,BookZen_And_The_Art_Of_Motorcycle_Maintenance
6720,Robert M. Pirsig,writesGenre,GenrePhilosophical_Fiction
6721,Robert M. Pirsig,bornInCentury,Century_20
6722,Robert McCloskey,wrote,BookMake_Way_For_Ducklings
6723,Robert McCloskey,writesGenre,GenreChildrens_Literature
6724,Robert McCloskey,bornInCentury,Century_20
6725,Robert McLellan,wrote,BookJamie_The_Saxt
6726,Robert McLellan,wrote,BookLinmill_Stories
6727,Robert McLellan,writesGenre,GenreVerse_Drama
6728,Robert McLellan,bornInCentury,Century_20
6729,Robert Muchamore,wrote,BookCherub
6730,Robert Muchamore,wrote,BookHendersons_Boys
6731,Robert Muchamore,wrote,BookRock_War
6732,Robert Muchamore,writesGenre,GenreAdventure_Novel
6733,Robert Muchamore,writesGenre,GenreSpy_Fiction
6734,Robert Muchamore,writesGenre,GenreThriller_Genre
6735,Robert Muchamore,bornInCentury,Century_20
6736,Robert Munsch,wrote,BookLove_You_Forever
6737,Robert Munsch,wrote,BookThe_Paper_Bag_Princess
6738,Robert Munsch,writesGenre,GenreChildrens_Literature
6739,Robert Munsch,bornInCentury,Century_20
6740,Robert Patrick (playwright),wrote,BookKennedys_Children
6741,Robert Patrick (playwright),writesGenre,GenreDramas
6742,Robert Patrick (playwright),writesGenre,GenreComedies
6743,Robert Patrick (playwright),writesGenre,GenreMusicals
6744,Robert Patrick (playwright),bornInCentury,Century_20
6745,Robert Paul Weston,wrote,BookZorgamazoo
6746,Robert Paul Weston,writesGenre,GenreYoung_Adult_Fiction
6747,Robert Paul Weston,writesGenre,GenreShort_Stories
6748,Robert Paul Weston,bornInCentury,Century_20
6749,Robert Sheckley,wrote,BookImmortality
6750,Robert Sheckley,wrote,BookInc
6751,Robert Sheckley,wrote,BookSeventh_Victim
6752,Robert Sheckley,writesGenre,GenreScience_Fiction
6753,Robert Sheckley,bornInCentury,Century_20
6754,Robert Sobel,wrote,BookFor_Want_Of_A_Nail_Novel
6755,Robert Sobel,writesGenre,GenreBusiness_History
6756,Robert Sobel,bornInCentury,Century_20
6757,Robert W. Chambers,wrote,BookThe_King_In_Yellow
6758,Robert W. Chambers,writesGenre,GenreArt_Nouveau
6759,Robert W. Chambers,writesGenre,GenreDecadent_Movement
6760,Robert W. Chambers,writesGenre,GenreFantasy_Fiction
6761,Robert W. Chambers,writesGenre,GenreHistorical_Fiction
6762,Robert W. Chambers,writesGenre,GenreHorror_Fiction
6763,Robert W. Chambers,writesGenre,GenreRomance_Novel
6764,Robert W. Chambers,writesGenre,GenreScience_Fiction
6765,Robert W. Chambers,writesGenre,GenreSupernatural_Fiction
6766,Robert W. Chambers,bornInCentury,Century_19
6767,Robert Westall,wrote,BookBlitzcat
6768,Robert Westall,wrote,BookThe_Machine_Gunners
6769,Robert Westall,wrote,BookThe_Scarecrows
6770,Robert Westall,writesGenre,GenreChildrens_Literature
6771,Robert Westall,writesGenre,GenreDrama
6772,Robert Westall,writesGenre,GenreHorror_Fiction
6773,Robert Westall,writesGenre,GenreWar_Novel
6774,Robert Westall,bornInCentury,Century_20
6775,Robertson Davies,wrote,BookThe_Cornish_Trilogy
6776,Robertson Davies,wrote,BookThe_Deptford_Trilogy
6777,Robertson Davies,wrote,BookThe_Salterton_Trilogy
6778,Robertson Davies,writesGenre,GenreNovels
6779,Robertson Davies,writesGenre,GenrePlays
6780,Robertson Davies,writesGenre,GenreEssays_And_Reviews
6781,Robertson Davies,bornInCentury,Century_20
6782,Robin Hobb,wrote,BookRealm_Of_The_Elderlings
6783,Robin Hobb,wrote,BookWizard_Of_The_Pigeons
6784,Robin Hobb,writesGenre,GenreFantasy_Fiction
6785,Robin Hobb,bornInCentury,Century_20
6786,Robin Jenkins,wrote,BookThe_Cone_Gatherers
6787,Robin Jenkins,writesGenre,GenreScottish_Literature
6788,Robin Jenkins,bornInCentury,Century_20
6789,Robin Klein,wrote,BookCame_Back_To_Show_You_I_Could_Fly
6790,Robin Klein,wrote,BookHalfway_Across_The_Galaxy_And_Turn_Left
6791,Robin Klein,wrote,BookHating_Alison_Ashley_Novel
6792,Robin Klein,writesGenre,GenreChildrens_Fiction
6793,Robin Klein,writesGenre,GenreYoung_Adult_Fiction
6794,Robin Klein,bornInCentury,Century_20
6795,Robin McKinley,wrote,BookBeauty_A_Retelling_Of_The_Story_Of_Beauty_And_The_Beast
6796,Robin McKinley,wrote,BookDeerskin_Novel
6797,Robin McKinley,wrote,BookSunshine_Novel
6798,Robin McKinley,wrote,BookThe_Hero_And_The_Crown
6799,Robin McKinley,writesGenre,GenreBildungsroman
6800,Robin McKinley,writesGenre,GenreChildrens_Literature
6801,Robin McKinley,writesGenre,GenreFairy_Tales
6802,Robin McKinley,bornInCentury,Century_20
6803,Robin Stevens (author),wrote,BookMurder_Most_Unladylike
6804,Robin Stevens (author),writesGenre,GenreChildrens_Literature
6805,Robin Stevens (author),bornInCentury,Century_20
6806,Robison Wells,wrote,BookVariant_Novel
6807,Robison Wells,writesGenre,GenreScience_Fiction
